tryNum,worker_0,worker_1,worker_2,worker_3,worker_4,worker_5,worker_6,worker_7,worker_8,worker_9,worker_10,worker_11,worker_12,worker_13,worker_14,worker_15,worker_16,worker_17,worker_18,worker_19,worker_20,worker_21,worker_22,worker_23,worker_24,worker_25,worker_26,worker_27,worker_28,worker_29,worker_30,worker_31,worker_32,worker_33,worker_34,worker_35,worker_36,worker_37,worker_38,worker_39,worker_40,worker_41,worker_42,worker_43,worker_44,worker_45,worker_46,worker_47,worker_48,worker_49
67,1.5384615384615385,-25,135.71428571428572,-33.33333333333333,22.22222222222222,700,-6.666666666666667,76.47058823529412,0,-38.88888888888889,0,-13.157894736842104,57.89473684210527,6.382978723404255,4.3478260869565215,100,7.142857142857142,-18.75,90.9090909090909,6.557377049180328,-21.176470588235293,-10,11.320754716981133,600,-20.77922077922078,8.333333333333332,-14.864864864864865,22.727272727272727,19.51219512195122,44.11764705882353,-1.8867924528301887,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
68,3.076923076923077,-23.863636363636363,139.28571428571428,-32.323232323232325,25,725,-3.3333333333333335,82.35294117647058,3.125,-37.5,-1.7857142857142856,-14.473684210526317,55.26315789473685,4.25531914893617,2.1739130434782608,95.83333333333334,8.928571428571429,-17.5,93.93939393939394,8.19672131147541,-20,-8.571428571428571,13.20754716981132,614.2857142857143,-19.480519480519483,10,-13.513513513513514,25,19.51219512195122,44.11764705882353,-1.8867924528301887,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
69,4.615384615384616,-22.727272727272727,142.85714285714286,-31.313131313131315,27.77777777777778,750,0,88.23529411764706,6.25,-36.11111111111111,0,-13.157894736842104,57.89473684210527,6.382978723404255,0,91.66666666666666,7.142857142857142,-18.75,90.9090909090909,9.836065573770492,-18.823529411764707,-7.142857142857142,15.09433962264151,600,-18.181818181818183,10,-13.513513513513514,25,19.51219512195122,44.11764705882353,-1.8867924528301887,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
70,6.153846153846154,-21.59090909090909,146.42857142857142,-30.303030303030305,25,725,-3.3333333333333335,82.35294117647058,3.125,-37.5,-1.7857142857142856,-14.473684210526317,55.26315789473685,4.25531914893617,-2.1739130434782608,87.5,5.357142857142857,-20,87.87878787878788,8.19672131147541,-20,-5.714285714285714,16.9811320754717,614.2857142857143,-16.883116883116884,11.666666666666666,-12.162162162162163,27.27272727272727,21.951219512195124,47.05882352941176,0,-1.9230769230769231,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
71,7.6923076923076925,-20.454545454545457,150,-29.292929292929294,22.22222222222222,700,-6.666666666666667,76.47058823529412,0,-38.88888888888889,0,-13.157894736842104,57.89473684210527,2.127659574468085,-4.3478260869565215,83.33333333333334,7.142857142857142,-18.75,84.84848484848484,6.557377049180328,-18.823529411764707,-4.285714285714286,18.867924528301888,600,-15.584415584415584,11.666666666666666,-12.162162162162163,27.27272727272727,21.951219512195124,47.05882352941176,0,-1.9230769230769231,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
72,6.153846153846154,-21.59090909090909,146.42857142857142,-30.303030303030305,19.444444444444446,675,-10,70.58823529411765,3.125,-37.5,1.7857142857142856,-11.842105263157894,55.26315789473685,0,-6.521739130434782,79.16666666666666,8.928571428571429,-17.5,87.87878787878788,8.19672131147541,-17.647058823529413,-2.857142857142857,20.754716981132077,614.2857142857143,-14.285714285714285,13.333333333333334,-10.81081081081081,27.27272727272727,21.951219512195124,47.05882352941176,0,-1.9230769230769231,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
73,7.6923076923076925,-20.454545454545457,150,-29.292929292929294,16.666666666666664,650,-13.333333333333334,64.70588235294117,0,-36.11111111111111,3.571428571428571,-10.526315789473683,52.63157894736842,-2.127659574468085,-4.3478260869565215,83.33333333333334,10.714285714285714,-16.25,90.9090909090909,9.836065573770492,-16.470588235294116,-1.4285714285714286,20.754716981132077,614.2857142857143,-14.285714285714285,13.333333333333334,-10.81081081081081,27.27272727272727,21.951219512195124,47.05882352941176,0,-1.9230769230769231,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
74,9.230769230769232,-19.318181818181817,153.57142857142858,-28.28282828282828,13.88888888888889,625,-16.666666666666664,58.82352941176471,-3.125,-37.5,5.357142857142857,-9.210526315789473,55.26315789473685,0,-2.1739130434782608,87.5,12.5,-15,93.93939393939394,11.475409836065573,-15.294117647058824,0,22.641509433962266,600,-15.584415584415584,15,-9.45945945945946,29.545454545454547,24.390243902439025,47.05882352941176,0,-1.9230769230769231,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
75,10.76923076923077,-18.181818181818183,157.14285714285714,-27.27272727272727,16.666666666666664,650,-13.333333333333334,64.70588235294117,0,-36.11111111111111,7.142857142857142,-10.526315789473683,52.63157894736842,-2.127659574468085,0,91.66666666666666,14.285714285714285,-13.750000000000002,96.96969696969697,13.114754098360656,-14.117647058823529,1.4285714285714286,24.528301886792452,614.2857142857143,-14.285714285714285,16.666666666666664,-8.108108108108109,31.818181818181817,24.390243902439025,47.05882352941176,0,-1.9230769230769231,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
76,12.307692307692308,-17.045454545454543,160.71428571428572,-26.262626262626267,19.444444444444446,675,-10,70.58823529411765,3.125,-34.72222222222222,8.928571428571429,-9.210526315789473,55.26315789473685,0,2.1739130434782608,95.83333333333334,16.071428571428573,-12.5,100,14.754098360655737,-12.941176470588237,2.857142857142857,26.41509433962264,628.5714285714286,-12.987012987012985,18.333333333333332,-6.756756756756757,29.545454545454547,21.951219512195124,50,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
77,13.846153846153847,-15.909090909090908,164.28571428571428,-25.252525252525253,16.666666666666664,650,-13.333333333333334,64.70588235294117,0,-36.11111111111111,7.142857142857142,-10.526315789473683,52.63157894736842,-2.127659574468085,0,91.66666666666666,14.285714285714285,-11.25,103.03030303030303,16.39344262295082,-11.76470588235294,4.285714285714286,28.30188679245283,642.8571428571429,-11.688311688311687,20,-5.405405405405405,31.818181818181817,24.390243902439025,50,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
78,15.384615384615385,-14.772727272727273,167.85714285714286,-24.242424242424242,19.444444444444446,675,-10,70.58823529411765,3.125,-34.72222222222222,5.357142857142857,-11.842105263157894,50,0,2.1739130434782608,95.83333333333334,16.071428571428573,-10,106.06060606060606,18.0327868852459,-10.588235294117647,5.714285714285714,30.18867924528302,657.1428571428571,-10.38961038961039,21.666666666666668,-4.054054054054054,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
79,16.923076923076923,-13.636363636363635,171.42857142857142,-23.232323232323232,16.666666666666664,650,-13.333333333333334,64.70588235294117,0,-36.11111111111111,3.571428571428571,-13.157894736842104,47.368421052631575,2.127659574468085,4.3478260869565215,100,17.857142857142858,-8.75,109.09090909090908,19.672131147540984,-9.411764705882353,7.142857142857142,28.30188679245283,642.8571428571429,-9.090909090909092,23.333333333333332,-2.7027027027027026,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
80,15.384615384615385,-14.772727272727273,167.85714285714286,-22.22222222222222,19.444444444444446,675,-10,70.58823529411765,3.125,-34.72222222222222,5.357142857142857,-11.842105263157894,50,4.25531914893617,6.521739130434782,104.16666666666667,19.642857142857142,-10,106.06060606060606,21.311475409836063,-8.235294117647058,8.571428571428571,30.18867924528302,657.1428571428571,-7.792207792207792,25,-1.3513513513513513,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
81,13.846153846153847,-15.909090909090908,164.28571428571428,-23.232323232323232,16.666666666666664,650,-13.333333333333334,64.70588235294117,6.25,-33.33333333333333,7.142857142857142,-10.526315789473683,47.368421052631575,2.127659574468085,4.3478260869565215,108.33333333333333,21.428571428571427,-8.75,103.03030303030303,19.672131147540984,-7.0588235294117645,10,28.30188679245283,642.8571428571429,-6.493506493506493,26.666666666666668,-1.3513513513513513,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
82,15.384615384615385,-14.772727272727273,167.85714285714286,-22.22222222222222,13.88888888888889,625,-16.666666666666664,58.82352941176471,3.125,-34.72222222222222,5.357142857142857,-11.842105263157894,44.73684210526316,0,2.1739130434782608,104.16666666666667,19.642857142857142,-7.5,106.06060606060606,21.311475409836063,-5.88235294117647,11.428571428571429,26.41509433962264,628.5714285714286,-5.194805194805195,28.333333333333332,0,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
83,13.846153846153847,-15.909090909090908,164.28571428571428,-21.21212121212121,16.666666666666664,650,-13.333333333333334,64.70588235294117,6.25,-33.33333333333333,7.142857142857142,-10.526315789473683,42.10526315789473,-2.127659574468085,0,100,21.428571428571427,-6.25,109.09090909090908,19.672131147540984,-7.0588235294117645,12.857142857142856,28.30188679245283,614.2857142857143,-6.493506493506493,26.666666666666668,1.3513513513513513,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
84,15.384615384615385,-14.772727272727273,167.85714285714286,-20.2020202020202,19.444444444444446,675,-10,70.58823529411765,9.375,-31.944444444444443,8.928571428571429,-9.210526315789473,44.73684210526316,0,2.1739130434782608,104.16666666666667,23.214285714285715,-5,112.12121212121211,21.311475409836063,-5.88235294117647,14.285714285714285,30.18867924528302,614.2857142857143,-6.493506493506493,26.666666666666668,1.3513513513513513,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
85,13.846153846153847,-15.909090909090908,164.28571428571428,-19.19191919191919,22.22222222222222,700,-6.666666666666667,76.47058823529412,12.5,-30.555555555555557,10.714285714285714,-7.894736842105263,42.10526315789473,-2.127659574468085,0,108.33333333333333,25,-3.75,109.09090909090908,19.672131147540984,-4.705882352941177,15.714285714285714,28.30188679245283,600,-5.194805194805195,28.333333333333332,1.3513513513513513,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
86,12.307692307692308,-17.045454545454543,160.71428571428572,-20.2020202020202,19.444444444444446,675,-10,70.58823529411765,15.625,-29.166666666666668,12.5,-6.578947368421052,44.73684210526316,0,2.1739130434782608,104.16666666666667,23.214285714285715,-2.5,106.06060606060606,21.311475409836063,-3.5294117647058822,17.142857142857142,28.30188679245283,600,-5.194805194805195,28.333333333333332,1.3513513513513513,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
87,13.846153846153847,-15.909090909090908,164.28571428571428,-19.19191919191919,22.22222222222222,700,-6.666666666666667,76.47058823529412,18.75,-27.77777777777778,14.285714285714285,-5.263157894736842,47.368421052631575,2.127659574468085,4.3478260869565215,100,21.428571428571427,-3.75,103.03030303030303,19.672131147540984,-2.3529411764705883,18.571428571428573,26.41509433962264,585.7142857142857,-3.896103896103896,30,1.3513513513513513,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
88,12.307692307692308,-17.045454545454543,160.71428571428572,-18.181818181818183,25,725,-3.3333333333333335,82.35294117647058,21.875,-26.38888888888889,16.071428571428573,-3.9473684210526314,50,4.25531914893617,2.1739130434782608,95.83333333333334,19.642857142857142,-5,100,21.311475409836063,-1.1764705882352942,20,28.30188679245283,571.4285714285714,-3.896103896103896,30,1.3513513513513513,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
89,13.846153846153847,-15.909090909090908,164.28571428571428,-17.17171717171717,27.77777777777778,750,0,88.23529411764706,25,-25,17.857142857142858,-2.631578947368421,52.63157894736842,6.382978723404255,4.3478260869565215,91.66666666666666,17.857142857142858,-6.25,96.96969696969697,19.672131147540984,0,21.428571428571427,30.18867924528302,557.1428571428571,-2.5974025974025974,31.666666666666664,1.3513513513513513,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
90,12.307692307692308,-17.045454545454543,160.71428571428572,-18.181818181818183,25,725,-3.3333333333333335,94.11764705882352,28.125,-23.61111111111111,19.642857142857142,-3.9473684210526314,50,4.25531914893617,2.1739130434782608,87.5,16.071428571428573,-5,100,21.311475409836063,1.1764705882352942,22.857142857142858,32.075471698113205,557.1428571428571,-2.5974025974025974,31.666666666666664,1.3513513513513513,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
91,13.846153846153847,-15.909090909090908,164.28571428571428,-17.17171717171717,22.22222222222222,700,-6.666666666666667,88.23529411764706,25,-25,17.857142857142858,-5.263157894736842,47.368421052631575,6.382978723404255,4.3478260869565215,91.66666666666666,17.857142857142858,-3.75,103.03030303030303,22.950819672131146,2.3529411764705883,24.285714285714285,30.18867924528302,542.8571428571429,-1.2987012987012987,33.33333333333333,2.7027027027027026,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
92,12.307692307692308,-17.045454545454543,160.71428571428572,-18.181818181818183,19.444444444444446,675,-10,94.11764705882352,28.125,-23.61111111111111,19.642857142857142,-6.578947368421052,44.73684210526316,8.51063829787234,6.521739130434782,95.83333333333334,19.642857142857142,-2.5,106.06060606060606,24.59016393442623,3.5294117647058822,25.71428571428571,32.075471698113205,542.8571428571429,-1.2987012987012987,33.33333333333333,2.7027027027027026,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
93,10.76923076923077,-18.181818181818183,157.14285714285714,-19.19191919191919,16.666666666666664,650,-13.333333333333334,100,31.25,-22.22222222222222,21.428571428571427,-5.263157894736842,47.368421052631575,10.638297872340425,8.695652173913043,100,21.428571428571427,-3.75,103.03030303030303,26.229508196721312,4.705882352941177,27.142857142857142,33.9622641509434,528.5714285714286,-1.2987012987012987,33.33333333333333,2.7027027027027026,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
94,9.230769230769232,-19.318181818181817,153.57142857142858,-20.2020202020202,13.88888888888889,625,-16.666666666666664,94.11764705882352,34.375,-20.833333333333336,23.214285714285715,-3.9473684210526314,44.73684210526316,8.51063829787234,6.521739130434782,95.83333333333334,19.642857142857142,-5,100,24.59016393442623,3.5294117647058822,25.71428571428571,32.075471698113205,542.8571428571429,0,35,4.054054054054054,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
95,7.6923076923076925,-20.454545454545457,150,-19.19191919191919,16.666666666666664,650,-13.333333333333334,100,37.5,-19.444444444444446,25,-2.631578947368421,47.368421052631575,10.638297872340425,4.3478260869565215,91.66666666666666,21.428571428571427,-3.75,96.96969696969697,26.229508196721312,4.705882352941177,25.71428571428571,32.075471698113205,542.8571428571429,0,35,4.054054054054054,34.090909090909086,26.82926829268293,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
96,9.230769230769232,-19.318181818181817,153.57142857142858,-18.181818181818183,13.88888888888889,625,-16.666666666666664,94.11764705882352,34.375,-20.833333333333336,23.214285714285715,-3.9473684210526314,44.73684210526316,8.51063829787234,6.521739130434782,95.83333333333334,23.214285714285715,-2.5,93.93939393939394,24.59016393442623,5.88235294117647,27.142857142857142,33.9622641509434,557.1428571428571,1.2987012987012987,36.666666666666664,5.405405405405405,31.818181818181817,24.390243902439025,50,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
97,10.76923076923077,-18.181818181818183,157.14285714285714,-17.17171717171717,11.11111111111111,600,-20,88.23529411764706,31.25,-22.22222222222222,21.428571428571427,-5.263157894736842,42.10526315789473,10.638297872340425,8.695652173913043,100,25,-1.25,96.96969696969697,26.229508196721312,7.0588235294117645,28.57142857142857,35.84905660377358,571.4285714285714,2.5974025974025974,38.333333333333336,6.756756756756757,29.545454545454547,26.82926829268293,50,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
98,9.230769230769232,-19.318181818181817,153.57142857142858,-16.161616161616163,13.88888888888889,625,-16.666666666666664,94.11764705882352,34.375,-20.833333333333336,23.214285714285715,-3.9473684210526314,39.473684210526315,8.51063829787234,6.521739130434782,104.16666666666667,26.785714285714285,0,93.93939393939394,24.59016393442623,8.235294117647058,30,33.9622641509434,557.1428571428571,3.896103896103896,40,6.756756756756757,29.545454545454547,26.82926829268293,50,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
99,10.76923076923077,-18.181818181818183,157.14285714285714,-15.151515151515152,11.11111111111111,600,-20,88.23529411764706,31.25,-22.22222222222222,21.428571428571427,-5.263157894736842,36.84210526315789,6.382978723404255,4.3478260869565215,100,25,1.25,96.96969696969697,26.229508196721312,7.0588235294117645,28.57142857142857,32.075471698113205,542.8571428571429,2.5974025974025974,38.333333333333336,5.405405405405405,27.27272727272727,24.390243902439025,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
100,12.307692307692308,-17.045454545454543,160.71428571428572,-14.14141414141414,8.333333333333332,575,-23.333333333333332,82.35294117647058,28.125,-23.61111111111111,23.214285714285715,-3.9473684210526314,39.473684210526315,8.51063829787234,6.521739130434782,104.16666666666667,26.785714285714285,2.5,93.93939393939394,24.59016393442623,8.235294117647058,30,33.9622641509434,528.5714285714286,3.896103896103896,38.333333333333336,5.405405405405405,27.27272727272727,24.390243902439025,52.94117647058824,1.8867924528301887,0,-43.956043956043956,-41.9753086419753,95.65217391304348,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0

