tryNum,worker_0,worker_1,worker_2,worker_3,worker_4,worker_5,worker_6,worker_7,worker_8,worker_9,worker_10,worker_11,worker_12,worker_13,worker_14,worker_15,worker_16,worker_17,worker_18,worker_19,worker_20,worker_21,worker_22,worker_23,worker_24,worker_25,worker_26,worker_27,worker_28,worker_29,worker_30,worker_31,worker_32,worker_33,worker_34,worker_35,worker_36,worker_37,worker_38,worker_39,worker_40,worker_41,worker_42,worker_43,worker_44,worker_45,worker_46,worker_47,worker_48,worker_49
31,-50.76923076923077,-63.63636363636363,14.285714285714285,-67.67676767676768,-11.11111111111111,700,6.666666666666667,88.23529411764706,0,-55.55555555555556,-42.857142857142854,-57.89473684210527,-15.789473684210526,-31.914893617021278,-30.434782608695656,33.33333333333333,-42.857142857142854,-60,-3.0303030303030303,-47.540983606557376,-62.35294117647059,-54.285714285714285,-39.62264150943396,357.14285714285717,-58.44155844155844,-46.666666666666664,-56.75675675675676,-27.27272727272727,-21.951219512195124,-5.88235294117647,-39.62264150943396,-38.46153846153847,-64.83516483516483,-60.49382716049383,39.130434782608695,-38.46153846153847,100,23.076923076923077,-5.88235294117647,-20,28.000000000000004,-68.36734693877551,-68.04123711340206,-64.77272727272727,237.5,666.6666666666667,-61.76470588235294,-17.857142857142858,-47.61904761904761,-12.5
32,-49.23076923076923,-62.5,17.857142857142858,-66.66666666666666,-8.333333333333332,725,10,94.11764705882352,3.125,-54.166666666666664,-41.07142857142857,-56.57894736842105,-13.157894736842104,-29.78723404255319,-28.26086956521739,37.5,-41.07142857142857,-58.75,0,-45.90163934426229,-61.1764705882353,-52.85714285714286,-37.735849056603776,371.42857142857144,-57.14285714285714,-45,-55.4054054054054,-25,-19.51219512195122,-2.941176470588235,-37.735849056603776,-36.53846153846153,-63.73626373626373,-59.25925925925925,43.47826086956522,-36.53846153846153,106.25,26.923076923076923,-2.941176470588235,-17.5,32,-67.3469387755102,-67.0103092783505,-63.63636363636363,250,700,-60.29411764705882,-14.285714285714285,-47.61904761904761,-12.5
33,-47.69230769230769,-61.36363636363637,21.428571428571427,-65.65656565656566,-5.555555555555555,750,13.333333333333334,100,6.25,-52.77777777777778,-39.285714285714285,-55.26315789473685,-10.526315789473683,-27.659574468085108,-26.08695652173913,41.66666666666667,-39.285714285714285,-57.49999999999999,3.0303030303030303,-44.26229508196721,-60,-51.42857142857142,-35.84905660377358,385.7142857142857,-55.84415584415584,-43.333333333333336,-54.054054054054056,-22.727272727272727,-17.073170731707318,0,-35.84905660377358,-34.61538461538461,-62.637362637362635,-58.0246913580247,47.82608695652174,-34.61538461538461,100,23.076923076923077,0,-15,28.000000000000004,-66.3265306122449,-67.0103092783505,-63.63636363636363,250,700,-60.29411764705882,-14.285714285714285,-47.61904761904761,-12.5
34,-46.15384615384615,-60.22727272727273,25,-64.64646464646465,-2.7777777777777777,775,16.666666666666664,105.88235294117648,9.375,-51.388888888888886,-37.5,-53.94736842105263,-7.894736842105263,-25.53191489361702,-23.91304347826087,45.83333333333333,-37.5,-56.25,6.0606060606060606,-42.62295081967213,-58.82352941176471,-50,-33.9622641509434,400,-54.54545454545454,-41.66666666666667,-52.702702702702695,-20.454545454545457,-14.634146341463413,2.941176470588235,-33.9622641509434,-32.69230769230769,-61.53846153846154,-56.79012345679012,52.17391304347826,-32.69230769230769,106.25,26.923076923076923,2.941176470588235,-12.5,32,-65.3061224489796,-65.97938144329896,-62.5,262.5,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
35,-44.61538461538462,-59.09090909090909,28.57142857142857,-63.63636363636363,0,800,20,111.76470588235294,12.5,-50,-35.714285714285715,-52.63157894736842,-5.263157894736842,-23.404255319148938,-21.73913043478261,50,-35.714285714285715,-55.00000000000001,9.090909090909092,-40.98360655737705,-57.647058823529406,-48.57142857142857,-32.075471698113205,414.28571428571433,-53.246753246753244,-40,-51.35135135135135,-18.181818181818183,-12.195121951219512,5.88235294117647,-32.075471698113205,-30.76923076923077,-60.43956043956044,-55.55555555555556,56.52173913043478,-30.76923076923077,112.5,30.76923076923077,5.88235294117647,-10,36,-64.28571428571429,-65.97938144329896,-62.5,262.5,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
36,-43.07692307692308,-57.95454545454546,32.142857142857146,-62.62626262626263,2.7777777777777777,825,23.333333333333332,117.64705882352942,15.625,-48.61111111111111,-33.92857142857143,-51.31578947368421,-2.631578947368421,-21.27659574468085,-19.565217391304348,54.166666666666664,-33.92857142857143,-53.75,12.121212121212121,-39.34426229508197,-56.470588235294116,-47.14285714285714,-30.18867924528302,428.57142857142856,-51.94805194805194,-38.333333333333336,-50,-15.909090909090908,-9.75609756097561,8.823529411764707,-30.18867924528302,-28.846153846153843,-59.34065934065934,-54.32098765432099,60.86956521739131,-28.846153846153843,118.75,34.61538461538461,8.823529411764707,-10,36,-64.28571428571429,-65.97938144329896,-62.5,262.5,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
37,-41.53846153846154,-56.81818181818182,35.714285714285715,-61.61616161616161,5.555555555555555,850,26.666666666666668,123.52941176470588,18.75,-47.22222222222222,-32.142857142857146,-50,0,-19.148936170212767,-17.391304347826086,58.333333333333336,-32.142857142857146,-52.5,15.151515151515152,-37.704918032786885,-55.294117647058826,-45.714285714285715,-28.30188679245283,442.8571428571429,-50.649350649350644,-36.666666666666664,-48.64864864864865,-13.636363636363635,-7.317073170731707,11.76470588235294,-28.30188679245283,-26.923076923076923,-58.24175824175825,-53.086419753086425,65.21739130434783,-26.923076923076923,112.5,30.76923076923077,5.88235294117647,-7.5,40,-63.26530612244898,-65.97938144329896,-62.5,262.5,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
38,-40,-55.68181818181818,39.285714285714285,-60.60606060606061,8.333333333333332,875,30,129.41176470588235,21.875,-45.83333333333333,-30.357142857142854,-48.68421052631579,2.631578947368421,-17.02127659574468,-15.217391304347828,62.5,-30.357142857142854,-51.24999999999999,18.181818181818183,-36.0655737704918,-54.11764705882353,-44.285714285714285,-26.41509433962264,457.1428571428571,-49.35064935064935,-35,-47.2972972972973,-11.363636363636363,-4.878048780487805,14.705882352941178,-26.41509433962264,-25,-57.14285714285714,-51.85185185185185,69.56521739130434,-26.923076923076923,112.5,30.76923076923077,5.88235294117647,-7.5,40,-63.26530612244898,-65.97938144329896,-62.5,262.5,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
39,-38.46153846153847,-54.54545454545454,42.857142857142854,-59.59595959595959,11.11111111111111,900,33.33333333333333,135.29411764705884,25,-44.44444444444444,-28.57142857142857,-47.368421052631575,5.263157894736842,-14.893617021276595,-13.043478260869565,66.66666666666666,-28.57142857142857,-50,21.21212121212121,-34.42622950819672,-52.94117647058824,-42.857142857142854,-24.528301886792452,471.42857142857144,-48.05194805194805,-33.33333333333333,-45.94594594594595,-9.090909090909092,-2.4390243902439024,17.647058823529413,-24.528301886792452,-23.076923076923077,-56.043956043956044,-50.617283950617285,73.91304347826086,-25,118.75,34.61538461538461,8.823529411764707,-5,44,-62.244897959183675,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
40,-36.92307692307693,-53.40909090909091,46.42857142857143,-58.58585858585859,13.88888888888889,925,36.666666666666664,141.1764705882353,28.125,-43.05555555555556,-26.785714285714285,-46.05263157894737,7.894736842105263,-12.76595744680851,-10.869565217391305,70.83333333333334,-26.785714285714285,-48.75,24.242424242424242,-32.78688524590164,-51.76470588235295,-41.42857142857143,-22.641509433962266,485.71428571428567,-46.75324675324675,-31.666666666666664,-44.5945945945946,-6.8181818181818175,0,20.588235294117645,-22.641509433962266,-21.153846153846153,-54.94505494505495,-49.382716049382715,78.26086956521739,-23.076923076923077,112.5,30.76923076923077,11.76470588235294,-2.5,40,-62.244897959183675,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
41,-35.38461538461539,-52.27272727272727,50,-57.57575757575758,16.666666666666664,950,40,147.05882352941177,31.25,-41.66666666666667,-25,-44.73684210526316,10.526315789473683,-10.638297872340425,-8.695652173913043,75,-25,-47.5,27.27272727272727,-31.147540983606557,-50.588235294117645,-40,-20.754716981132077,500,-45.45454545454545,-30,-43.24324324324324,-4.545454545454546,2.4390243902439024,23.52941176470588,-20.754716981132077,-19.230769230769234,-53.84615384615385,-49.382716049382715,78.26086956521739,-23.076923076923077,112.5,30.76923076923077,11.76470588235294,-2.5,40,-62.244897959183675,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
42,-33.84615384615385,-51.13636363636363,53.57142857142857,-56.56565656565656,19.444444444444446,975,43.333333333333336,152.94117647058823,34.375,-40.27777777777778,-23.214285714285715,-43.42105263157895,13.157894736842104,-8.51063829787234,-6.521739130434782,79.16666666666666,-23.214285714285715,-46.25,30.303030303030305,-29.508196721311474,-49.411764705882355,-38.57142857142858,-18.867924528301888,514.2857142857143,-44.15584415584416,-28.333333333333332,-41.891891891891895,-2.272727272727273,4.878048780487805,26.47058823529412,-18.867924528301888,-17.307692307692307,-52.74725274725275,-48.148148148148145,82.6086956521739,-21.153846153846153,118.75,34.61538461538461,14.705882352941178,-2.5,40,-62.244897959183675,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
43,-32.30769230769231,-50,57.14285714285714,-55.55555555555556,22.22222222222222,1000,40,147.05882352941177,31.25,-41.66666666666667,-25,-42.10526315789473,15.789473684210526,-6.382978723404255,-4.3478260869565215,83.33333333333334,-21.428571428571427,-45,33.33333333333333,-27.86885245901639,-48.23529411764706,-37.142857142857146,-16.9811320754717,528.5714285714286,-42.857142857142854,-26.666666666666668,-40.54054054054054,0,7.317073170731707,29.411764705882355,-16.9811320754717,-15.384615384615385,-51.64835164835166,-46.913580246913575,78.26086956521739,-21.153846153846153,118.75,34.61538461538461,14.705882352941178,-2.5,40,-62.244897959183675,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
44,-30.76923076923077,-48.86363636363637,60.71428571428571,-54.54545454545454,25,1025,43.333333333333336,152.94117647058823,34.375,-40.27777777777778,-23.214285714285715,-40.78947368421053,18.421052631578945,-4.25531914893617,-2.1739130434782608,87.5,-19.642857142857142,-43.75,36.36363636363637,-26.229508196721312,-47.05882352941176,-35.714285714285715,-15.09433962264151,542.8571428571429,-41.55844155844156,-25,-39.189189189189186,2.272727272727273,9.75609756097561,32.35294117647059,-15.09433962264151,-13.461538461538462,-50.54945054945055,-45.67901234567901,82.6086956521739,-19.230769230769234,125,38.46153846153847,17.647058823529413,-2.5,40,-62.244897959183675,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
45,-29.230769230769234,-47.72727272727273,64.28571428571429,-53.535353535353536,27.77777777777778,1050,46.666666666666664,158.8235294117647,37.5,-38.88888888888889,-21.428571428571427,-39.473684210526315,15.789473684210526,-6.382978723404255,-4.3478260869565215,83.33333333333334,-17.857142857142858,-42.5,39.39393939393939,-24.59016393442623,-45.88235294117647,-34.285714285714285,-13.20754716981132,557.1428571428571,-40.25974025974026,-23.333333333333332,-37.83783783783784,4.545454545454546,12.195121951219512,35.294117647058826,-13.20754716981132,-11.538461538461538,-49.45054945054945,-44.44444444444444,86.95652173913044,-17.307692307692307,131.25,42.30769230769231,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
46,-27.692307692307693,-46.590909090909086,67.85714285714286,-52.52525252525253,30.555555555555557,1075,43.333333333333336,152.94117647058823,34.375,-40.27777777777778,-23.214285714285715,-38.15789473684211,18.421052631578945,-4.25531914893617,-2.1739130434782608,87.5,-16.071428571428573,-41.25,42.42424242424242,-22.950819672131146,-44.70588235294118,-32.857142857142854,-11.320754716981133,571.4285714285714,-38.961038961038966,-21.666666666666668,-36.486486486486484,6.8181818181818175,14.634146341463413,38.23529411764706,-11.320754716981133,-9.615384615384617,-48.35164835164835,-44.44444444444444,86.95652173913044,-17.307692307692307,131.25,42.30769230769231,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
47,-26.153846153846157,-45.45454545454545,71.42857142857143,-51.515151515151516,33.33333333333333,1100,46.666666666666664,158.8235294117647,37.5,-38.88888888888889,-21.428571428571427,-36.84210526315789,21.052631578947366,-2.127659574468085,0,91.66666666666666,-14.285714285714285,-40,45.45454545454545,-21.311475409836063,-43.529411764705884,-31.428571428571427,-9.433962264150944,585.7142857142857,-37.66233766233766,-20,-35.13513513513514,9.090909090909092,14.634146341463413,38.23529411764706,-11.320754716981133,-9.615384615384617,-48.35164835164835,-44.44444444444444,86.95652173913044,-17.307692307692307,131.25,42.30769230769231,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
48,-24.615384615384617,-44.31818181818182,75,-50.505050505050505,36.11111111111111,1075,43.333333333333336,152.94117647058823,34.375,-40.27777777777778,-19.642857142857142,-35.526315789473685,23.684210526315788,-4.25531914893617,-2.1739130434782608,87.5,-12.5,-38.75,48.484848484848484,-19.672131147540984,-42.35294117647059,-30,-11.320754716981133,571.4285714285714,-36.36363636363637,-18.333333333333332,-33.78378378378378,11.363636363636363,17.073170731707318,38.23529411764706,-11.320754716981133,-9.615384615384617,-48.35164835164835,-44.44444444444444,86.95652173913044,-17.307692307692307,131.25,42.30769230769231,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
49,-23.076923076923077,-43.18181818181818,78.57142857142857,-49.494949494949495,38.88888888888889,1050,40,147.05882352941177,31.25,-41.66666666666667,-21.428571428571427,-34.21052631578947,26.31578947368421,-2.127659574468085,0,91.66666666666666,-10.714285714285714,-37.5,51.515151515151516,-18.0327868852459,-41.17647058823529,-28.57142857142857,-9.433962264150944,585.7142857142857,-35.064935064935064,-16.666666666666664,-32.432432432432435,13.636363636363635,19.51219512195122,41.17647058823529,-9.433962264150944,-7.6923076923076925,-47.25274725274725,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
50,-21.53846153846154,-42.04545454545455,82.14285714285714,-48.484848484848484,36.11111111111111,1025,36.666666666666664,141.1764705882353,28.125,-40.27777777777778,-19.642857142857142,-32.89473684210527,28.947368421052634,-4.25531914893617,-2.1739130434782608,87.5,-12.5,-36.25,54.54545454545454,-16.39344262295082,-40,-27.142857142857142,-7.547169811320755,600,-33.76623376623377,-15,-31.08108108108108,11.363636363636363,17.073170731707318,38.23529411764706,-9.433962264150944,-7.6923076923076925,-47.25274725274725,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
51,-20,-40.909090909090914,85.71428571428571,-47.474747474747474,33.33333333333333,1000,33.33333333333333,135.29411764705884,31.25,-38.88888888888889,-17.857142857142858,-31.57894736842105,26.31578947368421,-6.382978723404255,-4.3478260869565215,91.66666666666666,-10.714285714285714,-35,57.57575757575758,-14.754098360655737,-38.82352941176471,-25.71428571428571,-5.660377358490567,614.2857142857143,-32.467532467532465,-13.333333333333334,-29.72972972972973,13.636363636363635,19.51219512195122,38.23529411764706,-9.433962264150944,-7.6923076923076925,-47.25274725274725,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
52,-18.461538461538463,-39.77272727272727,89.28571428571429,-46.464646464646464,36.11111111111111,975,30,129.41176470588235,28.125,-40.27777777777778,-16.071428571428573,-30.263157894736842,28.947368421052634,-4.25531914893617,-2.1739130434782608,95.83333333333334,-8.928571428571429,-33.75,60.60606060606061,-13.114754098360656,-37.64705882352941,-24.285714285714285,-3.7735849056603774,628.5714285714286,-31.16883116883117,-11.666666666666666,-28.37837837837838,15.909090909090908,19.51219512195122,38.23529411764706,-9.433962264150944,-7.6923076923076925,-47.25274725274725,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
53,-16.923076923076923,-38.63636363636363,92.85714285714286,-45.45454545454545,38.88888888888889,950,26.666666666666668,123.52941176470588,25,-41.66666666666667,-17.857142857142858,-28.947368421052634,31.57894736842105,-2.127659574468085,0,100,-7.142857142857142,-32.5,63.63636363636363,-11.475409836065573,-36.470588235294116,-22.857142857142858,-1.8867924528301887,642.8571428571429,-29.87012987012987,-10,-27.027027027027028,13.636363636363635,17.073170731707318,35.294117647058826,-7.547169811320755,-5.769230769230769,-46.15384615384615,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
54,-15.384615384615385,-37.5,96.42857142857143,-44.44444444444444,41.66666666666667,975,30,129.41176470588235,28.125,-40.27777777777778,-16.071428571428573,-27.631578947368425,34.21052631578947,0,2.1739130434782608,104.16666666666667,-5.357142857142857,-31.25,66.66666666666666,-9.836065573770492,-35.294117647058826,-21.428571428571427,0,657.1428571428571,-28.57142857142857,-8.333333333333332,-25.675675675675674,15.909090909090908,19.51219512195122,38.23529411764706,-7.547169811320755,-5.769230769230769,-46.15384615384615,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
55,-13.846153846153847,-36.36363636363637,100,-43.43434343434344,44.44444444444444,950,26.666666666666668,123.52941176470588,25,-41.66666666666667,-17.857142857142858,-26.31578947368421,36.84210526315789,2.127659574468085,4.3478260869565215,108.33333333333333,-3.571428571428571,-30,69.6969696969697,-8.19672131147541,-34.11764705882353,-20,1.8867924528301887,671.4285714285714,-27.27272727272727,-6.666666666666667,-24.324324324324326,18.181818181818183,21.951219512195124,41.17647058823529,-5.660377358490567,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
56,-12.307692307692308,-35.22727272727273,103.57142857142858,-42.42424242424242,47.22222222222222,925,23.333333333333332,117.64705882352942,21.875,-43.05555555555556,-19.642857142857142,-25,39.473684210526315,4.25531914893617,6.521739130434782,112.5,-1.7857142857142856,-28.749999999999996,66.66666666666666,-9.836065573770492,-32.94117647058823,-18.571428571428573,3.7735849056603774,657.1428571428571,-25.97402597402597,-5,-24.324324324324326,18.181818181818183,21.951219512195124,41.17647058823529,-5.660377358490567,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
57,-10.76923076923077,-34.090909090909086,107.14285714285714,-41.41414141414141,44.44444444444444,900,20,111.76470588235294,18.75,-41.66666666666667,-17.857142857142858,-23.684210526315788,42.10526315789473,2.127659574468085,4.3478260869565215,108.33333333333333,0,-27.500000000000004,69.6969696969697,-8.19672131147541,-31.76470588235294,-17.142857142857142,5.660377358490567,671.4285714285714,-24.675324675324674,-3.3333333333333335,-22.972972972972975,15.909090909090908,19.51219512195122,44.11764705882353,-3.7735849056603774,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
58,-9.230769230769232,-32.95454545454545,110.71428571428572,-40.4040404040404,41.66666666666667,875,16.666666666666664,105.88235294117648,15.625,-43.05555555555556,-16.071428571428573,-22.36842105263158,44.73684210526316,4.25531914893617,2.1739130434782608,104.16666666666667,-1.7857142857142856,-26.25,72.72727272727273,-6.557377049180328,-30.58823529411765,-15.714285714285714,3.7735849056603774,657.1428571428571,-23.376623376623375,-1.6666666666666667,-21.62162162162162,15.909090909090908,19.51219512195122,44.11764705882353,-3.7735849056603774,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
59,-7.6923076923076925,-31.818181818181817,114.28571428571428,-39.39393939393939,38.88888888888889,850,13.333333333333334,100,12.5,-41.66666666666667,-14.285714285714285,-21.052631578947366,47.368421052631575,6.382978723404255,4.3478260869565215,108.33333333333333,0,-25,75.75757575757575,-4.918032786885246,-29.411764705882355,-14.285714285714285,5.660377358490567,671.4285714285714,-22.07792207792208,0,-20.27027027027027,18.181818181818183,21.951219512195124,47.05882352941176,-3.7735849056603774,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
60,-6.153846153846154,-30.681818181818183,117.85714285714286,-38.38383838383838,36.11111111111111,825,10,94.11764705882352,9.375,-40.27777777777778,-12.5,-19.736842105263158,50,4.25531914893617,2.1739130434782608,104.16666666666667,1.7857142857142856,-23.75,78.78787878787878,-3.278688524590164,-28.235294117647058,-12.857142857142856,7.547169811320755,657.1428571428571,-23.376623376623375,1.6666666666666667,-18.91891891891892,15.909090909090908,19.51219512195122,47.05882352941176,-3.7735849056603774,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
61,-7.6923076923076925,-31.818181818181817,114.28571428571428,-39.39393939393939,33.33333333333333,800,6.666666666666667,100,12.5,-38.88888888888889,-10.714285714285714,-18.421052631578945,52.63157894736842,6.382978723404255,0,100,3.571428571428571,-22.5,81.81818181818183,-1.639344262295082,-27.058823529411764,-11.428571428571429,9.433962264150944,657.1428571428571,-23.376623376623375,1.6666666666666667,-18.91891891891892,15.909090909090908,19.51219512195122,47.05882352941176,-3.7735849056603774,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
62,-6.153846153846154,-30.681818181818183,117.85714285714286,-38.38383838383838,30.555555555555557,775,3.3333333333333335,94.11764705882352,9.375,-40.27777777777778,-8.928571428571429,-17.105263157894736,55.26315789473685,8.51063829787234,2.1739130434782608,95.83333333333334,1.7857142857142856,-23.75,78.78787878787878,0,-25.882352941176475,-10,11.320754716981133,642.8571428571429,-24.675324675324674,3.3333333333333335,-17.56756756756757,18.181818181818183,19.51219512195122,47.05882352941176,-3.7735849056603774,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
63,-4.615384615384616,-29.545454545454547,121.42857142857142,-37.37373737373738,33.33333333333333,800,6.666666666666667,100,12.5,-38.88888888888889,-7.142857142857142,-18.421052631578945,52.63157894736842,6.382978723404255,4.3478260869565215,100,3.571428571428571,-22.5,81.81818181818183,1.639344262295082,-24.705882352941178,-11.428571428571429,9.433962264150944,628.5714285714286,-23.376623376623375,5,-16.216216216216218,20.454545454545457,17.073170731707318,44.11764705882353,-1.8867924528301887,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
64,-3.076923076923077,-28.40909090909091,125,-36.36363636363637,30.555555555555557,775,3.3333333333333335,94.11764705882352,9.375,-40.27777777777778,-5.357142857142857,-17.105263157894736,55.26315789473685,4.25531914893617,2.1739130434782608,95.83333333333334,5.357142857142857,-21.25,84.84848484848484,3.278688524590164,-23.52941176470588,-10,11.320754716981133,614.2857142857143,-22.07792207792208,6.666666666666667,-16.216216216216218,20.454545454545457,17.073170731707318,44.11764705882353,-1.8867924528301887,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
65,-1.5384615384615385,-27.27272727272727,128.57142857142858,-35.35353535353536,27.77777777777778,750,0,88.23529411764706,6.25,-41.66666666666667,-3.571428571428571,-15.789473684210526,57.89473684210527,6.382978723404255,4.3478260869565215,100,7.142857142857142,-20,87.87878787878788,4.918032786885246,-22.35294117647059,-11.428571428571429,9.433962264150944,600,-20.77922077922078,8.333333333333332,-14.864864864864865,22.727272727272727,19.51219512195122,44.11764705882353,-1.8867924528301887,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
66,0,-26.136363636363637,132.14285714285714,-34.34343434343434,25,725,-3.3333333333333335,82.35294117647058,3.125,-40.27777777777778,-1.7857142857142856,-14.473684210526317,55.26315789473685,4.25531914893617,2.1739130434782608,95.83333333333334,5.357142857142857,-18.75,90.9090909090909,6.557377049180328,-21.176470588235293,-10,11.320754716981133,600,-20.77922077922078,8.333333333333332,-14.864864864864865,22.727272727272727,19.51219512195122,44.11764705882353,-1.8867924528301887,-3.8461538461538463,-45.05494505494506,-43.20987654320987,91.30434782608695,-15.384615384615385,137.5,46.15384615384615,20.588235294117645,0,44,-61.224489795918366,-64.94845360824742,-61.36363636363637,275,733.3333333333333,-58.82352941176471,-10.714285714285714,-42.857142857142854,0
